Id,Label,Type,Tags,Rating,Title
2043-G,2043-G,Problem,"brute force,data structures,implementation",3000,Problem with Queries
2043-F,2043-F,Problem,"bitmasks,brute force,combinatorics,dp,games,greedy,implementation,shortest paths",2700,Nim
2043-E,2043-E,Problem,"bitmasks,brute force,data structures,dfs and similar,graphs,greedy,implementation",2300,Matrix Transformation
2043-D,2043-D,Problem,"brute force,flows,math,number theory",1800,Problem about GCD
2043-C,2043-C,Problem,"binary search,brute force,data structures,dp,greedy,math",1600,Sums on Segments
2043-B,2043-B,Problem,"math,number theory",1100,Digits
2043-A,2043-A,Problem,"brute force,math",800,Coin Transformation
2042-F,2042-F,Problem,"data structures,dp,implementation,matrices",2600,Two Subarrays
2042-E,2042-E,Problem,"binary search,brute force,data structures,dfs and similar,divide and conquer,greedy,implementation,trees",2900,Vertex Pairs
2042-D,2042-D,Problem,"data structures,implementation,sortings,two pointers",1900,Recommendations
2042-C,2042-C,Problem,greedy,1800,Competitive Fishing
2042-B,2042-B,Problem,"games,greedy",900,Game with Colored Marbles
2042-A,2042-A,Problem,"greedy,sortings",800,Greedy Monocarp
2041-N,2041-N,Problem,,3300,Railway Construction
2041-M,2041-M,Problem,"binary search,data structures,greedy,two pointers",2000,Selection Sort
2041-L,2041-L,Problem,,2900,Building Castle
2041-K,2041-K,Problem,"binary search,brute force,dfs and similar,graphs",3100,Trophic Balance Species
2041-J,2041-J,Problem,"data structures,divide and conquer,dp,dsu,greedy",2700,Bottle Arrangement
2041-I,2041-I,Problem,"binary search,data structures,hashing,implementation,sortings,strings,trees",2300,Auto Complete
2041-H,2041-H,Problem,"combinatorics,dp,math",2300,Sheet Music
2041-G,2041-G,Problem,,3100,Grid Game
2041-F,2041-F,Problem,"brute force,dfs and similar,number theory",2400,Segmentation Folds
2041-E,2041-E,Problem,"constructive algorithms,math",1200,Beautiful Array
2041-D,2041-D,Problem,"brute force,dfs and similar,graphs,shortest paths",1700,Drunken Maze
2041-C,2041-C,Problem,"bitmasks,dfs and similar,dp",2000,Cube
2041-B,2041-B,Problem,"binary search,brute force,math",1200,Bowling Frame
2041-A,2041-A,Problem,"implementation,sortings",1300,The Bento Box Adventure
2040-F,2040-F,Problem,"combinatorics,dp,math,number theory",2700,Number of Cubes
2040-E,2040-E,Problem,"combinatorics,dfs and similar,dp,graphs,greedy,math,probabilities,trees",2100,Control of Randomness
2040-D,2040-D,Problem,"brute force,constructive algorithms,dfs and similar,greedy,number theory,trees,two pointers",1900,Non Prime Tree
2040-C,2040-C,Problem,"bitmasks,combinatorics,constructive algorithms,greedy,math,two pointers",1600,Ordered Permutations
2040-B,2040-B,Problem,"constructive algorithms,greedy,math",1000,Paint a Strip
2040-A,2040-A,Problem,"games,math",800,Game of Division
2039-H2,2039-H2,Problem,"constructive algorithms,constructive algorithms,constructive algorithms,implementation,sortings",3500,Cool Swap Walk (Hard Version)
2039-H1,2039-H1,Problem,"constructive algorithms,implementation,sortings",3500,Cool Swap Walk (Easy Version)
2039-G,2039-G,Problem,"math,number theory",3500,Shohag Loves Pebae
2039-F2,2039-F2,Problem,"dp,number theory",3200,Shohag Loves Counting (Hard Version)
2039-F1,2039-F1,Problem,"combinatorics,dp,math,number theory",2800,Shohag Loves Counting (Easy Version)
2039-E,2039-E,Problem,"combinatorics,dp,implementation,math",2200,Shohag Loves Inversions
2039-D,2039-D,Problem,"constructive algorithms,greedy,math,number theory",1700,Shohag Loves GCD
2039-C2,2039-C2,Problem,"bitmasks,brute force,math,number theory",1800,Shohag Loves XOR (Hard Version)
2039-C1,2039-C1,Problem,"bitmasks,brute force,math,number theory",1200,Shohag Loves XOR (Easy Version)
2039-B,2039-B,Problem,"constructive algorithms,greedy,implementation,strings",1000,Shohag Loves Strings
2039-A,2039-A,Problem,"constructive algorithms,number theory",800,Shohag Loves Mod
2038-N,2038-N,Problem,implementation,800,Fixing the Expression
2038-M,2038-M,Problem,"dp,implementation",2800,Royal Flush
2038-L,2038-L,Problem,"brute force,dp,greedy,math,two pointers",1400,Bridge Renovation
2038-K,2038-K,Problem,"brute force,dp,greedy,math,number theory",2100,Grid Walk
2038-J,2038-J,Problem,"greedy,implementation",800,Waiting for...
2038-I,2038-I,Problem,"binary search,data structures,hashing,string suffix structures,strings",2500,Polyathlon
2038-H,2038-H,Problem,flows,3000,Galactic Council
2038-G,2038-G,Problem,"constructive algorithms,implementation,interactive",1900,Guess One Character
2038-F,2038-F,Problem,"combinatorics,data structures,fft,math,sortings",2500,Alternative Platforms
2038-E,2038-E,Problem,"data structures,greedy,math",2900,Barrels
2038-D,2038-D,Problem,"binary search,bitmasks,data structures,dp,implementation",2400,Divide OR Conquer
2038-C,2038-C,Problem,"data structures,geometry,greedy,sortings",1400,DIY
2038-B,2038-B,Problem,"binary search,brute force,greedy,math",2100,Make It Equal
2038-A,2038-A,Problem,"games,greedy",1400,Bonus Project
2037-G,2037-G,Problem,"bitmasks,combinatorics,data structures,dp,math,number theory",2000,Natlan Exploring
2037-F,2037-F,Problem,"binary search,data structures,math,sortings,two pointers",2100,Ardent Flames
2037-E,2037-E,Problem,"dp,greedy,interactive,two pointers",1600,Kachina's Favorite Binary String
2037-D,2037-D,Problem,"data structures,greedy,two pointers",1300,Sharky Surfing
2037-C,2037-C,Problem,"constructive algorithms,greedy,math,number theory",1000,Superultra's Favorite Permutation
2037-B,2037-B,Problem,"brute force,implementation",800,Intercepted Inputs
2037-A,2037-A,Problem,implementation,800,Twice
2036-G,2036-G,Problem,"binary search,constructive algorithms,divide and conquer,interactive,math,number theory",2200,Library of Magic
2036-F,2036-F,Problem,"bitmasks,dp,number theory,two pointers",1900,XORificator 3000
2036-E,2036-E,Problem,"binary search,constructive algorithms,data structures,greedy",1600,Reverse the Rivers
2036-D,2036-D,Problem,"brute force,implementation,matrices",1300,I Love 1543
2036-C,2036-C,Problem,"brute force,implementation",1100,Anya and 1100
2036-B,2036-B,Problem,"greedy,sortings",800,Startup
2036-A,2036-A,Problem,implementation,800,Quintomania
2035-H,2035-H,Problem,constructive algorithms,3500,Peak Productivity Forces
2035-G2,2035-G2,Problem,"divide and conquer,dp",3500,Go Learn! (Hard Version)
2035-G1,2035-G1,Problem,"dp,trees",3300,Go Learn! (Easy Version)
2035-F,2035-F,Problem,"binary search,brute force,dfs and similar,dp,trees",2500,Tree Operations
2035-E,2035-E,Problem,"binary search,brute force,constructive algorithms,greedy,implementation,math,ternary search",2300,Monster
2035-D,2035-D,Problem,"binary search,data structures,divide and conquer,greedy,implementation,math",1800,Yet Another Real Number Problem
2035-C,2035-C,Problem,"bitmasks,constructive algorithms,math",1400,Alya and Permutation
2035-B,2035-B,Problem,"constructive algorithms,greedy,math,number theory",900,Everyone Loves Tres
2035-A,2035-A,Problem,"implementation,math",800,Sliding
2034-H,2034-H,Problem,"brute force,dfs and similar,dp,number theory",3300,Rayan vs. Rayaneh
2034-G2,2034-G2,Problem,"greedy,implementation",3500,Simurgh's Watch (Hard Version)
2034-G1,2034-G1,Problem,"constructive algorithms,greedy,implementation,sortings",3500,Simurgh's Watch (Easy Version)
2034-F2,2034-F2,Problem,"combinatorics,dp,math,sortings",2800,Khayyam's Royal Decree (Hard Version)
2034-F1,2034-F1,Problem,"combinatorics,dp,math,sortings",2500,Khayyam's Royal Decree (Easy Version)
2034-E,2034-E,Problem,"combinatorics,constructive algorithms,greedy,hashing,math",2200,Permutations Harmony
2034-D,2034-D,Problem,"constructive algorithms,greedy,implementation,sortings",1600,Darius' Wisdom
2034-C,2034-C,Problem,"constructive algorithms,dfs and similar,graphs,implementation",1400,Trapped in the Witch's Labyrinth
2034-B,2034-B,Problem,"data structures,greedy,implementation,two pointers",1000,Rakhsh's Revival
2034-A,2034-A,Problem,"brute force,chinese remainder theorem,math,number theory",800,King Keykhosrow's Mystery
2033-G,2033-G,Problem,"data structures,dfs and similar,dp,greedy,trees",2200,Sakurako and Chefir
2033-F,2033-F,Problem,"brute force,math,number theory",1800,Kosuke's Sloth
2033-E,2033-E,Problem,"brute force,data structures,dfs and similar,dsu,graphs,greedy,math",1400,"Sakurako, Kosuke, and the Permutation"
2033-D,2033-D,Problem,"data structures,dp,dsu,greedy,math",1300,Kousuke's Assignment
2033-C,2033-C,Problem,"dp,greedy,two pointers",1400,Sakurako's Field Trip
2033-B,2033-B,Problem,"brute force,constructive algorithms,greedy",900,Sakurako and Water
2033-A,2033-A,Problem,"constructive algorithms,implementation,math",800,Sakurako and Kosuke
2032-F,2032-F,Problem,"combinatorics,dp,games,math",2700,Peanuts
2032-E,2032-E,Problem,"constructive algorithms,data structures,greedy,implementation,math",2400,Balanced
2032-D,2032-D,Problem,"constructive algorithms,data structures,graphs,greedy,implementation,interactive,trees,two pointers",1800,Genokraken
2032-C,2032-C,Problem,"binary search,math,sortings,two pointers",1400,Trinity
2032-B,2032-B,Problem,"constructive algorithms,greedy,implementation,math",1100,Medians
2032-A,2032-A,Problem,"greedy,implementation,math,number theory",800,Circuit
2031-F,2031-F,Problem,"binary search,constructive algorithms,interactive,probabilities",2800,Penchick and Even Medians
2031-E,2031-E,Problem,"data structures,dfs and similar,dp,greedy,implementation,math,sortings,trees",2100,Penchick and Chloe's Trees
2031-D,2031-D,Problem,"binary search,data structures,dfs and similar,dp,dsu,greedy,implementation,two pointers",1700,Penchick and Desert Rabbit
2031-C,2031-C,Problem,"constructive algorithms,math,number theory",1300,Penchick and BBQ Buns
2031-B,2031-B,Problem,"brute force,greedy,sortings",900,Penchick and Satay Sticks
2031-A,2031-A,Problem,"constructive algorithms,dp,greedy,math",800,Penchick and Modern Monument
2030-G2,2030-G2,Problem,"combinatorics,math",3100,The Destruction of the Universe (Hard Version)
2030-G1,2030-G1,Problem,"combinatorics,greedy,math",2900,The Destruction of the Universe (Easy Version)
2030-F,2030-F,Problem,"binary search,data structures,dp,greedy,implementation,two pointers",2400,Orangutan Approved Subarrays
2030-E,2030-E,Problem,"combinatorics,data structures,dp,greedy,implementation,math",2200,MEXimize the Score
2030-D,2030-D,Problem,"data structures,implementation,sortings",1700,QED's Favorite Permutation
2030-C,2030-C,Problem,"brute force,games,greedy",1100,A TRUE Battle
2030-B,2030-B,Problem,"combinatorics,constructive algorithms,games,math",800,Minimise Oneness
2030-A,2030-A,Problem,"constructive algorithms,greedy,math,sortings",800,A Gift From Orangutan
2029-I,2029-I,Problem,"flows,graphs,greedy",3400,Variance Challenge
2029-H,2029-H,Problem,"bitmasks,brute force,combinatorics,dp",3500,Message Spread
2029-G,2029-G,Problem,"data structures,dp",3000,Balanced Problem
2029-F,2029-F,Problem,"constructive algorithms,graphs,greedy",2500,Palindrome Everywhere
2029-E,2029-E,Problem,"brute force,constructive algorithms,math,number theory",2100,Common Generator
2029-D,2029-D,Problem,"constructive algorithms,data structures,dfs and similar,dsu,graphs,greedy,trees",1900,Cool Graph
2029-C,2029-C,Problem,"binary search,data structures,dp,greedy",1700,New Rating
2029-B,2029-B,Problem,"constructive algorithms,games,strings",1100,Replacement
2029-A,2029-A,Problem,"greedy,math",800,Set
2028-F,2028-F,Problem,"bitmasks,brute force,dp,implementation",2700,Alice's Adventures in Addition
2028-E,2028-E,Problem,"combinatorics,dfs and similar,dp,games,greedy,math,probabilities,trees",2300,Alice's Adventures in the Rabbit Hole
2028-D,2028-D,Problem,"constructive algorithms,data structures,dp,graphs,greedy,implementation,ternary search",2000,Alice's Adventures in Cards
2028-C,2028-C,Problem,"binary search,dp,greedy,two pointers",1600,Alice's Adventures in Cutting Cake
2028-B,2028-B,Problem,"binary search,implementation,math",1400,Alice's Adventures in Permuting
2028-A,2028-A,Problem,"brute force,implementation,math",900,Alice's Adventures in ''Chess''
2027-E2,2027-E2,Problem,"bitmasks,dp,math",3100,Bit Game (Hard Version)
2027-E1,2027-E1,Problem,"bitmasks,brute force,games,math",2800,Bit Game (Easy Version)
2027-D2,2027-D2,Problem,"binary search,data structures,dp,greedy,implementation,two pointers",2200,The Endspeaker (Hard Version)
2027-D1,2027-D1,Problem,"binary search,dp,graphs,greedy,implementation,two pointers",1700,The Endspeaker (Easy Version)
2027-C,2027-C,Problem,"brute force,data structures,dfs and similar,dp,graphs,greedy",1500,Add Zeros
2027-B,2027-B,Problem,"brute force,greedy",1100,Stalin Sort
2027-A,2027-A,Problem,"geometry,implementation,math",800,Rectangle Arrangement
2026-F,2026-F,Problem,"data structures,dfs and similar,divide and conquer,dp,implementation,trees",2700,Bermart Ice Cream
2026-E,2026-E,Problem,"bitmasks,dfs and similar,flows,graph matchings,graphs",2500,Best Subsequence
2026-D,2026-D,Problem,"binary search,data structures,dp,implementation,math",1900,Sums of Segments
2026-C,2026-C,Problem,"binary search,brute force,constructive algorithms,data structures,greedy,implementation",1500,Action Figures
2026-B,2026-B,Problem,"binary search,brute force,constructive algorithms,greedy",1300,Black Cells
2026-A,2026-A,Problem,"constructive algorithms,geometry,greedy,math",900,Perpendicular Segments
2025-G,2025-G,Problem,"data structures,flows",3000,Variable Damage
2025-F,2025-F,Problem,"constructive algorithms,dfs and similar,dp,graphs,greedy,trees",2700,Choose Your Queries
2025-E,2025-E,Problem,"combinatorics,dp,fft,greedy,math",2200,Card Game
2025-D,2025-D,Problem,"brute force,data structures,dp,implementation,math,two pointers",1800,Attribute Checks
2025-C,2025-C,Problem,"binary search,brute force,greedy,implementation,sortings,two pointers",1300,New Game
2025-B,2025-B,Problem,"combinatorics,dp,math",1100,"Binomial Coefficients, Kind Of"
2025-A,2025-A,Problem,"binary search,greedy,strings,two pointers",800,Two Screens
2024-B,2024-B,Problem,"binary search,constructive algorithms,sortings",1100,Buying Lemonade
2024-A,2024-A,Problem,"greedy,math",800,Profitable Interest Rate
2023-F,2023-F,Problem,"data structures,greedy,math,matrices",3500,Hills and Pits
2023-E,2023-E,Problem,"dp,greedy,trees",3300,Tree of Life
2023-D,2023-D,Problem,"brute force,dp,greedy,math,probabilities",2900,Many Games
2023-C,2023-C,Problem,"constructive algorithms,dfs and similar,graphs,greedy,hashing,implementation,strings",2400,C+K+S
2023-B,2023-B,Problem,"binary search,dp,graphs,shortest paths",1700,Skipping
2023-A,2023-A,Problem,"constructive algorithms,greedy,math,sortings",1300,Concatenation of Arrays
2022-E2,2022-E2,Problem,"binary search,combinatorics,data structures,dsu,graphs",2600,Billetes MX (Hard Version)
2022-E1,2022-E1,Problem,"2-sat,binary search,combinatorics,constructive algorithms,dfs and similar,dsu,graphs",2500,Billetes MX (Easy Version)
2022-D2,2022-D2,Problem,"constructive algorithms,dp,interactive",2700,Asesino (Hard Version)
2022-D1,2022-D1,Problem,"binary search,brute force,constructive algorithms,implementation,interactive",1900,Asesino (Easy Version)
2022-C,2022-C,Problem,"dp,implementation",1800,Gerrymandering
2022-B,2022-B,Problem,"binary search,greedy,math",1300,Kar Salesman
2022-A,2022-A,Problem,"constructive algorithms,greedy,implementation,math",800,Bus to Pénjamo
2021-E3,2021-E3,Problem,"data structures,dfs and similar,dp,dsu,graphs,greedy,math,trees",2800,Digital Village (Extreme Version)
2021-E2,2021-E2,Problem,"data structures,dp,dsu,graphs,math,trees",2500,Digital Village (Hard Version)
2021-E1,2021-E1,Problem,"brute force,data structures,dfs and similar,dp,dsu,fft,graphs,greedy,implementation,math,trees",2300,Digital Village (Easy Version)
2021-D,2021-D,Problem,"dp,greedy,implementation",2500,"Boss, Thirsty"
2021-C2,2021-C2,Problem,"constructive algorithms,data structures,greedy,implementation,sortings",1900,Adjust The Presentation (Hard Version)
2021-C1,2021-C1,Problem,"constructive algorithms,greedy",1300,Adjust The Presentation (Easy Version)
2021-B,2021-B,Problem,"brute force,greedy,math,number theory",1200,Maximize Mex
2021-A,2021-A,Problem,"data structures,greedy,math,sortings",800,Meaning Mean
2020-F,2020-F,Problem,"dp,math,number theory",2900,Count Leaves
2020-E,2020-E,Problem,"bitmasks,dp,math,probabilities",2000,Expected Power
2020-D,2020-D,Problem,"brute force,dp,dsu,graphs,math,trees",1800,Connect the Dots
2020-C,2020-C,Problem,"bitmasks,hashing,implementation,math,schedules,ternary search",1400,Bitwise Balancing
2020-B,2020-B,Problem,"binary search,math",1200,Brightness Begins
2020-A,2020-A,Problem,"bitmasks,brute force,greedy,math,number theory",800,Find Minimum Operations
2019-B,2019-B,Problem,"implementation,math",1200,All Pairs Segments
2019-A,2019-A,Problem,"brute force,dp,greedy",800,Max Plus Size
